,1,2,3
9.040000000000001,2.796997814164938e-05,1.7904512144332696e-15,6.459438156876635e-26
9.05,2.7061307008528853e-05,1.5646669130200597e-15,5.0095821354095655e-26
9.06,2.6178781398399608e-05,1.3668263937147965e-15,3.882275539462605e-26
9.07,2.5321767785879132e-05,1.1935390279770688e-15,3.0064144260976543e-26
9.08,2.4489644094562484e-05,1.0418170558260375e-15,2.3264220950874076e-26
9.09,2.3681799611791245e-05,9.090287748533955e-16,1.7988911935188512e-26
9.1,2.2897634900051496e-05,7.928570400207239e-16,1.3899447259683377e-26
9.11,2.213656170515699e-05,6.912624870075275e-16,1.0731636499293308e-26
9.120000000000001,2.1398002861353353e-05,6.024509550264464e-16,8.27960663541512e-27
9.13,2.068139219350062e-05,5.248446415860536e-16,6.383051022518878e-27
9.14,1.9986174416474856e-05,4.570565723205229e-16,4.917239086951176e-27
9.15,1.931180503193002e-05,3.9786801432167523e-16,3.7851950724196796e-27
9.16,1.8657750222567332e-05,3.4620850194372954e-16,2.911579631317653e-27
9.17,1.8023486744038856e-05,3.011381802907523e-16,2.237907221393873e-27
9.18,1.7408501814637946e-05,2.6183220398571406e-16,1.7188105636019785e-27
9.19,1.6812293002893315e-05,2.2756695774980614e-16,1.319125190010983e-27
9.200000000000001,1.6234368113212636e-05,1.9770789115363672e-16,1.0116158088010629e-27
9.21,1.5674245069696855e-05,1.7169878295552034e-16,7.752045734406884e-28
9.22,1.5131451798251046e-05,1.4905227100870427e-16,5.935915357802154e-28
9.23,1.460552610712631e-05,1.2934150205827844e-16,4.541813080158413e-28
9.24,1.4096015566004262e-05,1.1219277209226615e-16,3.4724861816504827e-28
9.25,1.3602477383744016e-05,9.727904247355955e-17,2.652900953374235e-28
9.26,1.3124478284920073e-05,8.431423004520633e-17,2.025211163739223e-28
9.27,1.2661594385248922e-05,7.304818094269892e-17,1.5448555711976172e-28
9.28,1.2213411066029888e-05,6.326224811507845e-17,1.1775335061942614e-28
9.290000000000001,1.1779522847700578e-05,5.4765401687396184e-17,8.968627954396413e-29
9.3,1.1359533262620904e-05,4.739080941362132e-17,6.825675106759237e-29
9.31,1.0953054727180786e-05,4.09928316802746e-17,5.190767890707658e-29
9.32,1.0559708413339937e-05,3.5444381925167076e-17,3.9444233618243464e-29
9.33,1.0179124119697447e-05,3.0634609020614087e-17,2.995027908114709e-29
9.34,9.810940142181999e-06,2.6466863214314665e-17,2.2723916503334275e-29
9.35,9.454803144461262e-06,2.2856911694766054e-17,1.722780618316437e-29
9.36,9.110368028162098e-06,1.9731373813582378e-17,1.3050909286340228e-29
9.370000000000001,8.777297802979761e-06,1.7026349510990203e-17,9.879047780073004e-30
9.38,8.455263456777656e-06,1.4686217602991647e-17,7.472268016941144e-30
9.39,8.143943825742084e-06,1.266258334373941e-17,5.647449475037176e-30
9.4,7.843025464687502e-06,1.0913357114702473e-17,4.264953921893777e-30
9.41,7.552202517581119e-06,9.401948248529581e-18,3.218384482288218e-30
9.42,7.271176588361874e-06,8.096559901830647e-18,2.426736469064802e-30
9.43,6.9996566121307334e-06,6.969572575806415e-18,1.8283861908742713e-30
9.44,6.737358726778707e-06,5.997005371567339e-18,1.3764910368183011e-30
9.450000000000001,6.484006145117367e-06,5.1580453807464594e-18,1.0354723262749649e-30
9.46,6.239329027582644e-06,4.434636771317936e-18,7.783282115991057e-31
9.47,6.003064355569637e-06,3.811122151152713e-18,5.845823891781175e-31
9.48,5.774955805455937e-06,3.2739296934465364e-18,4.387194364476547e-31
9.49,5.554753623379449e-06,2.811300302759173e-18,3.289922941369406e-31
9.5,5.342214500813131e-06,2.4130498002783727e-18,2.465141142922516e-31
9.51,5.137101451000178e-06,2.0703617232326352e-18,1.8456722313010284e-31
9.52,4.9391836862939335e-06,1.7756068756918764e-18,1.380777174980571e-31
9.53,4.748236496449023e-06,1.5221862451197735e-18,1.0321631786426933e-31
9.540000000000001,4.564041127914435e-06,1.304394318520334e-18,7.709538368096702e-32
9.55,4.386384664166433e-06,1.117300200716662e-18,5.753911037009453e-32
9.56,4.215059907124855e-06,9.566442611682865e-19,4.290937359193322e-32
9.57,4.049865259691271e-06,8.187483201260893e-19,3.1973853081405373e-32
9.58,3.890604609445409e-06,7.0043763451487515e-19,2.380625325239227e-32
9.59,3.7370872135333473e-06,5.989731628993715e-19,1.771087026233877e-32
9.6,3.5891275847816223e-06,5.1199278088584e-19,1.316561151064943e-32
9.61,3.44654537906717e-06,4.374602865941928e-19,9.7789889316593e-33
9.620000000000001,3.3091652839695274e-06,3.7362118325637634e-19,7.257685755825993e-33
9.63,3.1768169087351976e-06,3.189643550912381e-19,5.3821172415882465e-33
9.64,3.0493346755764418e-06,2.7218886559312194e-19,3.988030186505408e-33
9.65,2.9265577123268094e-06,2.3217520622078236e-19,2.952660464791121e-33
9.66,2.80832974647648e-06,1.9796040991087117e-19,2.184328084096934e-33
9.67,2.6944990006056865e-06,1.6871651939121289e-19,1.614622563454962e-33
9.68,2.584918089231232e-06,1.437319662736624e-19,1.1925386129474583e-33
9.69,2.479443917086701e-06,1.223954745448406e-19,8.800790132025903e-34
9.700000000000001,2.377937578845699e-06,1.0418215238114612e-19,6.489603425700261e-34
9.71,2.2802642603035774e-06,8.864148010631231e-20,4.781469899970218e-34
9.72,2.186293141027943e-06,7.538694038383144e-20,3.520067273715156e-34
9.73,2.0958972984864344e-06,6.408707009796429e-20,2.589323212868651e-34
9.74,2.0089536136614408e-06,5.445774244242873e-20,1.9031228480443667e-34
9.75,1.925342678156682e-06,4.6255513045967884e-20,1.3976297354284634e-34
9.76,1.8449487028027358e-06,3.927188599542957e-20,1.0255614389233372e-34
9.77,1.7676594277633924e-06,3.332837478352815e-20,7.519257676328837e-35
9.78,1.693366034146787e-06,2.8272249876847385e-20,5.508476197173618e-35
9.790000000000001,1.6219630571232548e-06,2.397287908725512e-20,4.032094488063404e-35
9.8,1.5533483005475487e-06,2.031857951708226e-20,2.9489820434937575e-35
9.81,1.4874227530875356e-06,1.7213910779020573e-20,2.1550395632338075e-35
9.82,1.424090505855747e-06,1.4577348679365228e-20,1.5735463752544208e-35
9.83,1.3632586715398097e-06,1.2339286784543944e-20,1.1480069390528492e-35
9.84,1.3048373050300427e-06,1.044032042915245e-20,8.368538772545521e-36
9.85,1.2487393255363083e-06,8.829773910683962e-21,6.095290248406911e-36
9.86,1.194880440190162e-06,7.464436976689435e-21,4.4358645129112886e-36
9.870000000000001,1.1431790691243598e-06,6.30748135190139e-21,3.22552760000356e-36
9.88,1.0935562720214382e-06,5.327532070770029e-21,2.3434804943284898e-36
9.89,1.0459356761237774e-06,4.4978718569114864e-21,1.7012161521097846e-36
9.9,1.0002434056949897e-06,3.795759796890064e-21,1.2339418883889884e-36
9.91,9.56408012922007e-07,3.2018481539081157e-21,8.942654540281498e-37
9.92,9.143604102482085e-07,2.6996834116215756e-21,6.4755135696181244e-37
9.93,8.740338041242969e-07,2.2752795765855006e-21,4.68508504026275e-37
9.94,8.353636301661735e-07,1.916753440862757e-21,3.3868480646731765e-37
9.950000000000001,7.982874897059555e-07,1.6140129496217757e-21,2.446292616192795e-37
9.96,7.627450877230923e-07,1.3584910631612762e-21,1.765448387980005e-37
9.97,7.286781721414274e-07,1.1429185754968005e-21,1.27301949609062e-37
9.98,6.96030474478058e-07,9.611302757912397e-22,9.171660445661289e-38
9.99,6.647476518283539e-07,8.078996346638388e-22,6.602269377006851e-38
10.0,6.34777230172547e-07,6.787978823115612e-22,4.748652015041201e-38
10.01,6.060685489874317e-07,5.700739345649931e-22,3.4125479143213867e-38
10.02,5.78572707147299e-07,4.785521296317178e-22,2.4502926113011736e-38
10.03,5.522425100974343e-07,4.0154517369434777e-22,1.7578725934407718e-38
10.040000000000001,5.270324182834453e-07,3.367800675824535e-22,1.260046474573218e-38
10.05,5.028984968189521e-07,2.8233510790078756e-22,9.024329129412572e-39
10.06,4.797983663745008e-07,2.3658633163650568e-22,6.457612085811512e-39
10.07,4.576911552700315e-07,1.9816200971066117e-22,4.616970643315499e-39
10.08,4.36537452752546e-07,1.6590399766998805e-22,3.298145985835135e-39
10.09,4.162992634415165e-07,1.3883492545454717e-22,2.3540176023863384e-39
10.1,3.969399629233674e-07,1.1613035699912128e-22,1.678711529685309e-39
10.11,3.7842425447656e-07,9.709517784568522e-23,1.1961026229885779e-39
10.120000000000001,3.607181269091569e-07,8.114357798526202e-23,8.515031911371898e-40
10.13,3.4378881348976336e-07,6.778209041634151e-23,6.056602188955372e-40
10.14,3.2760475195338886e-07,5.659522564747855e-23,4.3042373765697526e-40
10.15,3.121355455634811e-07,4.723331051210242e-23,3.0562384748209864e-40
10.16,2.973519252110895e-07,3.940219786440214e-23,2.1682112042275487e-40
10.17,2.832257125324967e-07,3.2854563411839557e-23,1.536875589531913e-40
10.18,2.697297840264369e-07,2.738254833748204e-23,1.0884239374968099e-40
10.19,2.5683803615201175e-07,2.2811542525966385e-23,7.70156809982902e-41
10.200000000000001,2.4452535138845514e-07,1.8994934032961172e-23,5.444793308369165e-41
10.21,2.3276756523810217e-07,1.5809676703830787e-23,3.8459555201338477e-41
10.22,2.2154143415376252e-07,1.3152550216592545e-23,2.714233429038574e-41
10.23,2.1082460437182656e-07,1.0937005865910833e-23,1.913857809117604e-41
10.24,2.005955816326036e-07,9.090507606134214e-24,1.3483142786929415e-41
10.25,1.9083370176952827e-07,7.55229164907216e-24,9.490542665815446e-42
10.26,1.8151910214858644e-07,6.271479623273539e-24,6.674348195102549e-42
10.27,1.7263269394018808e-07,5.205490251197401e-24,4.6896888445374e-42
10.28,1.6415613520494406e-07,4.31870294951671e-24,3.2922742560962703e-42
10.290000000000001,1.5607180477575287e-07,3.5813339289463815e-24,2.3092143297541548e-42
10.3,1.4836277691828192e-07,2.9684914535058964e-24,1.61825960533575e-42
10.31,1.410127967521223e-07,2.4593820775764588e-24,1.1330453835466253e-42
10.32,1.3400625641537163e-07,2.0366440509667548e-24,7.926127062287878e-43
10.33,1.2732817195528286e-07,1.6857877855900607e-24,5.5397327782018594e-43
10.34,1.2096416092780574e-07,1.3947264129672568e-24,3.8683887497425655e-43
10.35,1.1490042068935285e-07,1.1533821153527677e-24,2.6988849047731322e-43
10.36,1.0912370736394245e-07,9.533561577982692e-25,1.8812695267755895e-43
10.370000000000001,1.0362131546930979e-07,7.876524461008756e-25,1.3101756599035401e-43
10.38,9.838105818578263e-08,6.504460390938247e-25,9.116315101958885e-44
10.39,9.339124825178343e-08,5.368893980919301e-25,6.337527664858261e-44
10.4,8.864067947027719e-08,4.4295029962431875e-25,4.401802887277152e-44
10.41,8.411860881051469e-08,3.6527630229024646e-25,3.054576027820746e-44
10.42,7.981473908973246e-08,3.0108147216172324e-25,2.1177776202600417e-44
10.43,7.5719202219738e-08,2.480517569585822e-25,1.4669600217726157e-44
10.44,7.182254300349619e-08,2.0426597702334056e-25,1.01522931826601e-44
10.450000000000001,6.811570346710665e-08,1.6812988769153522e-25,7.019681569722468e-45
10.46,6.459000771278045e-08,1.3832117718741555e-25,4.849282663299888e-45
10.47,6.123714727871835e-08,1.1374360870452583e-25,3.3469086004786257e-45
10.48,5.804916699197768e-08,9.348880502418038e-26,2.307894261684764e-45
10.49,5.501845130072934e-08,7.680441749300106e-26,1.5899852683819273e-45
10.5,5.213771107252388e-08,6.306762569499402e-26,1.0943969335441101e-45
10.51,4.9399970845407686e-08,5.176308586146733e-26,7.525938119024933e-46
10.52,4.679855651908031e-08,4.2464590154356644e-26,5.170706191366218e-46
10.53,4.4327083473429015e-08,3.481981981522445e-26,3.5492938344262185e-46
10.540000000000001,4.197944510206746e-08,2.8537676490026166e-26,2.434088452439578e-46
10.55,3.974980174881613e-08,2.3377760934907346e-26,1.6677559420237054e-46
10.56,3.7632570035207916e-08,1.914163940651254e-26,1.1416416570144443e-46
10.57,3.562241256742788e-08,1.5665597554605383e-26,7.807782694072704e-47
10.58,3.37142280113448e-08,1.2814631426879359e-26,5.334892303477919e-47
10.59,3.1903141524487016e-08,1.0477466833292767e-26,3.641858373753378e-47
10.6,3.0184495534117036e-08,8.562433117808372e-27,2.4838155015660993e-47
10.61,2.855384085077669e-08,6.994046457178776e-27,1.6924425076047264e-47
10.620000000000001,2.7006928106938967e-08,5.710182080019691e-27,1.1521426474573885e-47
10.63,2.553969951060086e-08,4.659735056606801e-27,7.836023727378738e-48
10.64,2.414828090394283e-08,3.800686206595526e-27,5.324536613754847e-48
10.65,2.2828974117397827e-08,3.0985037585140657e-27,3.6146304447843756e-48
10.66,2.1578249609678847e-08,2.5248231327500656e-27,2.4515537416356794e-48
10.67,2.0392739384593145e-08,2.0563569956067425e-27,1.6611688818603153e-48
10.68,1.926923017567575e-08,1.6739958695426696e-27,1.1245542982886887e-48
10.69,1.8204656889881392e-08,1.3620663551158606e-27,7.605727592169014e-49
10.700000000000001,1.719609630185369e-08,1.1077196502117372e-27,5.1391845820748966e-49
10.71,1.624076099044262e-08,9.004277315153671e-28,3.469286749908229e-49
10.72,1.5335993509414366e-08,7.315684504505451e-28,2.3397967174009857e-49
10.73,1.4479260784479318e-08,5.940840233755683e-28,1.5765488160735445e-49
10.74,1.366814872898979e-08,4.822000742776834e-28,1.061273938366638e-49
10.75,1.2900357070853412e-08,3.911946098388834e-28,7.137362790147574e-50
10.76,1.2173694383432051e-08,3.1720814850536983e-28,4.795541523244947e-50
10.77,1.1486073313372466e-08,2.5708775126413443e-28,3.2190414054689303e-50
10.78,1.0835505998540152e-08,2.082589656617788e-28,2.158757732809935e-50
10.790000000000001,1.02200996693862e-08,1.6862074072212636e-28,1.446335671282905e-50
10.8,9.638052427307707e-09,1.3645923588584403e-28,9.681029583354203e-51
10.81,9.087649193718252e-09,1.103771627320877e-28,6.473820680586829e-51
10.82,8.567257823732165e-09,8.923588968460632e-29,4.324997509506579e-51
10.83,8.075325378569218e-09,7.210802845122194e-29,2.886666044814028e-51
10.84,7.610374550930278e-09,5.82386242877058e-29,1.9248288487663776e-51
10.85,7.171000237785795e-09,4.7013405003489106e-29,1.2822478939619747e-51
10.86,6.755866255186599e-09,3.793281812125556e-29,8.533664711313294e-52
10.870000000000001,6.3637021898661526e-09,3.059081187157334e-29,5.673907702410785e-52
10.88,5.993300382566183e-09,2.465750212269988e-29,3.768872736083222e-52
10.89,5.643513038178785e-09,1.9865020852593202e-29,2.5010512811072395e-52
10.9,5.3132494579484756e-09,1.599596810981334e-29,1.65811649696641e-52
10.91,5.001473389133022e-09,1.287399333570376e-29,1.0982171093221464e-52
10.92,4.7072004876620765e-09,1.0356117364059836e-29,7.2667713055099155e-53
10.93,4.42949588948674e-09,8.326476626098369e-30,4.803682574431181e-53
10.94,4.167471886440664e-09,6.691228753283433e-30,3.1723860495217847e-53
10.950000000000001,3.920285702584091e-09,5.374406105660234e-30,2.093033020039802e-53
10.96,3.6871373671237303e-09,4.3145425887065684e-30,1.3795703259382145e-53
10.97,3.467267680137783e-09,3.461930966846871e-30,9.084242538811548e-54
10.98,3.259956267462097e-09,2.7763939811477174e-30,5.975993344070545e-54
10.99,3.064519721214574e-09,2.2254739576477554e-30,3.9274203994127656e-54
11.0,2.8803098225555674e-09,1.782963095891316e-30,2.5785762244060244e-54
11.01,2.706711843401041e-09,1.4277109494980384e-30,1.6913256885013953e-54
11.02,2.543142923917305e-09,1.1426573239300873e-30,1.1082777060010844e-54
11.03,2.389050522735448e-09,9.140483911296285e-31,7.255100301560484e-55
11.040000000000001,2.2439109369359857e-09,7.308016428134338e-31,4.7447256630022066e-55
11.05,2.107227888953697e-09,5.839916912351298e-31,3.0999239842355744e-55
11.06,1.978531177656167e-09,4.66434138695856e-31,2.0233109023031196e-55
11.07,1.8573753909497454e-09,3.7234898871922803e-31,1.319305055536511e-55
11.08,1.74333867736086e-09,2.970885378730859e-31,8.594057319599568e-56
11.09,1.636021574132545e-09,2.3691751135432226e-31,5.592694097852823e-56
11.1,1.5350458894691898e-09,1.8883550531935962e-31,3.6359095449643545e-56
11.11,1.4400536366480459e-09,1.5043367085356626e-31,2.3614222133104063e-56
11.120000000000001,1.3507060178004385e-09,1.197790972513404e-31,1.532153123112185e-56
11.13,1.2666824552497445e-09,9.532159037305758e-32,9.931115486384401e-57
11.14,1.187679668371695e-09,7.581854793772778e-32,6.430734949884791e-57
11.15,1.113410794019078e-09,6.027445073397837e-32,4.1599612454706676e-57
11.16,1.0436045486296732e-09,4.7892152023228867e-32,2.688335308355305e-57
11.17,9.780044302063332e-10,3.803368553685459e-32,1.7355712319297283e-57
11.18,9.16367958430305e-10,3.018874881712494e-32,1.1193494313544307e-57
11.19,8.584659512345304e-10,2.394937227779294e-32,7.211947116551329e-58
11.200000000000001,8.040818362305677e-10,1.898957079255667e-32,4.641970439791657e-58
11.21,7.530109954462936e-10,1.5049006499078397e-32,2.984795418022809e-58
11.22,7.050601418911903e-10,1.191987912153712e-32,1.9172930778008666e-58
11.23,6.600467265266237e-10,9.436411832817721e-33,1.230335481722248e-58
11.24,6.177983742755989e-10,7.4664232999591e-33,7.88713138688877e-59
11.25,5.781523477602895e-10,5.9045756091187784e-33,5.050966127215619e-59
11.26,5.409550375106156e-10,4.666967736114124e-33,3.231387652663799e-59
11.27,5.060614774373621e-10,3.6868087563854526e-33,2.065200686634812e-59
11.28,4.733348844132399e-10,2.9109570276024257e-33,1.318540347494719e-59
11.290000000000001,4.4264622085327835e-10,2.2971535228649632e-33,8.409727397910797e-60
11.3,4.1387377923189215e-10,1.811811282325552e-33,5.358301065292771e-60
11.31,3.8690278751813804e-10,1.4282501564731919e-33,3.410581010607595e-60
11.32,3.616250345542623e-10,1.1252879064017355e-33,2.1686279863617304e-60
11.33,3.379385144427958e-10,8.861163330938012e-34,1.3775156488928047e-60
11.34,3.1574708904828495e-10,6.974052601924943e-34,8.741021383204386e-61
11.35,2.9496016775710366e-10,5.485885642880517e-34,5.540913175800945e-61
11.36,2.7549240367624897e-10,4.312955756137899e-34,3.50875779040359e-61
11.370000000000001,2.5726340548693534e-10,3.3889849774294856e-34,2.2196151388049e-61
11.38,2.401974642033824e-10,2.6615237032986417e-34,1.4026637387974384e-61
11.39,2.242232941194334e-10,2.089088086266629e-34,8.854833997434067e-62
11.4,2.0927378725752393e-10,1.6388852664174047e-34,5.584156717507772e-62
11.41,1.9528578066476253e-10,1.2850067194313836e-34,3.5179077751519304e-62
11.42,1.821998359297196e-10,1.0069941778190728e-34,2.2139119035915347e-62
11.43,1.6996003032173242e-10,7.887019187831804e-35,1.3918249256512546e-62
11.44,1.5851375898134608e-10,6.173946690923705e-35,8.740909579896658e-63
11.450000000000001,1.4781154761611377e-10,4.830327261152214e-35,5.483725946222014e-63
11.46,1.3780687518083561e-10,3.7770575423120947e-35,3.4366974964322236e-63
11.47,1.2845600604507762e-10,2.9518458435772857e-35,2.1515560860808148e-63
11.48,1.1971783117348743e-10,2.3056662003836912e-35,1.3455789620556335e-63
11.49,1.1155371786626389e-10,1.7999545605113071e-35,8.406403008789194e-64
11.5,1.0392736762813106e-10,1.4043930087450107e-35,5.246323600505774e-64
11.51,9.680468175420645e-11,1.0951596761589255e-35,3.2707183048361964e-64
11.52,9.015363424029511e-11,8.5354723221037e-36,2.036918971636111e-64
11.53,8.394415164366356e-11,6.648729416150238e-36,1.2672031853783536e-64
11.540000000000001,7.814799953798219e-11,5.1761923214287114e-36,7.875171039217346e-65
11.55,7.273867522287232e-11,4.0275640189835554e-36,4.888935574669184e-65
11.56,6.769130636483405e-11,3.132091642318062e-36,3.0318559081739445e-65
11.57,6.29825552617241e-11,2.434367189411663e-36,1.8782009937110724e-65
11.58,5.859052843765368e-11,1.8910237552537998e-36,1.1622891454663155e-65
11.59,5.4494691289550215e-11,1.4681377721791151e-36,7.184958194843534e-66
11.6,5.0675787519909915e-11,1.1391875359994916e-36,4.436817816638428e-66
11.61,4.7115763103404166e-11,8.834497992604284e-37,2.7368788433107035e-66
11.620000000000001,4.3797694547252806e-11,6.847411406461231e-37,1.686457929510769e-66
11.63,4.070572121709206e-11,5.30430532909992e-37,1.0380798253225311e-66
11.64,3.78249815114228e-11,4.1066511250030135e-37,6.382937989260644e-67
11.65,3.5141552678419015e-11,3.177634615532416e-37,3.920527187061118e-67
11.66,3.264239407917401e-11,2.4574042922676813e-37,2.4054792685501745e-67
11.67,3.031529371133282e-11,1.899351855930283e-37,1.4743187998829662e-67
11.68,2.8148817816336433e-11,1.467202465516154e-37,9.026370531040337e-68
11.69,2.6132263402520906e-11,1.132739724885473e-37,5.520344875615596e-68
11.700000000000001,2.4255613524777827e-11,8.740279595216674e-38,3.3724839628934392e-68
11.71,2.2509495169629874e-11,6.740238758932972e-38,2.0580860749723618e-68
11.72,2.0885139602315124e-11,5.194929357829536e-38,1.2546034046130587e-68
11.73,1.937434503984813e-11,4.0016405105319404e-38,7.639729869514811e-69
11.74,1.7969441521054197e-11,3.080705637596607e-38,4.64705147820277e-69
11.75,1.6663257851277828e-11,2.370367539732146e-38,2.823606863492488e-69
11.76,1.5449090505822693e-11,1.8227796947148222e-38,1.713789837804595e-69
11.77,1.4320674382267928e-11,1.4008941530049875e-38,1.0390508688512538e-69
11.78,1.3272155297566683e-11,1.0760408515787266e-38,6.292761772890711e-70
11.790000000000001,1.229806413133754e-11,8.260458210736293e-39,3.806889995157419e-70
11.8,1.1393292521973566e-11,6.337691641634054e-39,2.3005053108774826e-70
11.81,1.0553070027182709e-11,4.8596982495600375e-39,1.3886709428450324e-70
11.82,9.772942665279132e-12,3.7242461648654167e-39,8.373325421107505e-71
11.83,9.04875275804674e-12,2.8524495717334722e-39,5.043342037000875e-71
11.84,8.376620000269575e-12,2.18347254411845e-39,3.034310522369158e-71
11.85,7.75292368506405e-12,1.670426234341078e-39,1.823568519967299e-71
11.86,7.174286018006651e-12,1.2771923773487764e-39,1.0947222046115588e-71
11.870000000000001,6.637556456714283e-12,9.759654074369058e-40,6.564548460146508e-72
11.88,6.139797015992396e-12,7.453517294998191e-40,3.9320967358089685e-72
11.89,5.678268481962732e-12,5.689007095586831e-40,2.3526712396280716e-72
11.9,5.250417481722565e-12,4.339699924968743e-40,1.4060971199978668e-72
11.91,4.8538643580296726e-12,3.3084957325277e-40,8.394324020037047e-73
11.92,4.486391801335085e-12,2.5208601286377012e-40,5.0057802749283447e-73
11.93,4.1459341941448015e-12,1.919613744048273e-40,2.981760707410347e-73
11.94,3.830567625220988e-12,1.460916928094768e-40,1.77414066293164e-73
11.950000000000001,3.538500533521697e-12,1.1111773979771357e-40,1.0544278682088147e-73
11.96,3.268064944053739e-12,8.446700991862554e-41,6.25977277943614e-74
11.97,3.0177082599566505e-12,6.417063296967587e-41,3.712038178054532e-74
11.98,2.785985577170157e-12,4.872262095894047e-41,2.1987597249378967e-74
11.99,2.5715524899643303e-12,3.697172502253701e-41,1.3009298778260051e-74
12.0,2.373158357435448e-12,2.803839655301345e-41,7.688472742284023e-75
